Order ID,Date,Sum
387065,2/15/2023,1875.78
387094,8/5/2022,5719.05
387202,8/23/2022,2439.25
387499,1/12/2023,997.22
388336,9/15/2022,1908.7
388408,1/25/2023,2200.74
390170,7/12/2022,853.56
392117,6/2/2022,194.43
393047,1/5/2023,3419.43
393217,1/2/2023,7041.06
393608,9/23/2022,7362.88
394842,1/20/2023,940.14
394949,1/31/2023,896.46
395163,2/11/2023,5401.66
395981,11/7/2022,3311.56
396712,10/13/2022,5369.4
397220,8/7/2022,204.64
397221,12/25/2022,4750.72
398091,3/12/2023,463.2
398340,5/18/2022,4052.4
398481,5/18/2022,1859.13
398592,9/14/2022,1611.01
398776,12/11/2022,434.76
399113,11/10/2022,1213.76
399610,2/19/2023,536.83
400042,7/5/2022,5597.02
400288,11/13/2022,1872.96
400858,12/16/2022,8431.15
401287,5/25/2022,1401.4
401484,1/1/2023,6155.7
404183,10/10/2022,1673.64
404681,9/22/2022,3635.46
405151,5/21/2022,5546.25
406038,7/7/2022,771.76
406115,2/7/2023,2423.52
406988,1/30/2023,1162.2
407709,4/4/2023,248.55
410656,6/28/2022,3414.4
411747,4/2/2023,1455.25
411862,3/25/2023,6985.47
412060,2/28/2023,1744.92
412244,8/15/2022,2642.9
413684,3/8/2023,1042.41
414896,1/9/2023,4855.51
415476,7/27/2022,2933.1
416319,1/30/2023,1773.78
417071,10/3/2022,7032.22
418328,3/11/2023,2494.44
418467,12/12/2022,964.48
419805,2/1/2023,2222.4
420747,3/13/2023,1090.35
421857,4/10/2022,8294.76
422163,10/21/2022,1841.73
425649,11/26/2022,180.39
425665,9/1/2022,727.56
426303,7/18/2022,4842.28
426910,9/15/2022,2497.64
427140,12/31/2022,4710.3
427631,2/3/2023,4613.05
429140,1/27/2023,2072.07
430317,12/25/2022,3235.52
430664,12/9/2022,223.14
430719,3/23/2023,1401.75
431695,1/20/2023,2244.66
433004,4/25/2022,900.48
433671,4/14/2022,220.72
434403,1/30/2023,3226.4
435885,8/7/2022,2194.43
436328,8/1/2022,2818.72
439592,5/26/2022,2710.65
441451,1/23/2023,3116.85
441549,4/30/2022,1301.52
442636,5/25/2022,2773.56
444279,11/20/2022,1297.5
444399,5/6/2022,1230.74
444987,5/10/2022,4282.83
445232,9/23/2022,1193.16
445408,10/2/2022,1219.88
445567,10/30/2022,2544.12
446884,6/27/2022,2593.57
447481,12/15/2022,1088.97
449273,2/20/2023,1405.6
450683,4/28/2022,1364.12
450813,3/14/2023,61.31
451112,12/9/2022,535.98
452970,5/6/2022,2088.94
456087,10/7/2022,3195.99
456103,8/5/2022,9981.4
456156,8/26/2022,2570.7
458740,4/14/2022,440.32
459766,2/2/2023,1679.81
460817,8/25/2022,95.32
461369,8/5/2022,7103.4
462826,12/27/2022,7246.8
463144,3/3/2023,291.34
464392,9/8/2022,1363.2
464551,5/23/2022,3012.64
464760,4/17/2022,996.26
465105,9/18/2022,2854.81
465139,6/19/2022,1228.2
465346,1/23/2023,1772.75
465536,1/13/2023,4698.24
466031,6/3/2022,2647.35
466823,10/21/2022,5550.84
466991,5/28/2022,807.84
467285,5/4/2022,1012.0
467758,10/4/2022,2110.38
468560,9/11/2022,870.72
469218,6/10/2022,4033.95
469487,11/1/2022,2115.0
470309,11/9/2022,1077.32
471128,8/25/2022,1834.2
471399,4/6/2023,4032.96
471674,3/17/2023,7961.12
472109,8/10/2022,5804.8
472131,1/2/2023,1418.64
473353,11/9/2022,1393.6
474251,7/18/2022,5934.72
474697,12/9/2022,420.18
474771,7/13/2022,1749.92
475671,5/18/2022,4198.65
476903,12/8/2022,447.68
478209,9/4/2022,7490.37
479728,4/20/2022,4589.49
479875,11/14/2022,3166.8
480880,11/14/2022,4507.2
481371,12/19/2022,2457.95
484998,7/8/2022,306.6
487510,4/22/2022,3576.72
489239,10/4/2022,132.58
489430,8/5/2022,5995.08
490461,11/27/2022,1475.46
491097,1/30/2023,352.28
491530,7/15/2022,364.74
492450,8/16/2022,1254.64
493179,5/14/2022,873.95
493293,9/23/2022,2487.66
493318,7/30/2022,820.44
493329,12/11/2022,2686.17
494391,5/20/2022,990.11
503680,10/5/2022,2573.44
505660,9/10/2022,1762.25
505990,10/16/2022,4196.0
507132,8/22/2022,1704.6
510281,4/10/2022,1795.56
511241,11/10/2022,925.02
511647,7/10/2022,3631.2
512459,11/29/2022,1645.2
512667,5/30/2022,1282.61
513461,7/7/2022,2497.04
513747,7/4/2022,3806.04
513812,12/10/2022,7823.91
514243,6/25/2022,3962.7
515671,5/26/2022,1580.92
518544,2/4/2023,1013.68
518666,12/21/2022,1328.4
518711,12/26/2022,4668.16
518787,9/5/2022,3940.92
519553,9/10/2022,2826.72
520718,7/21/2022,6135.86
520855,1/22/2023,6668.34
521489,12/2/2022,1109.94
522254,3/8/2023,2414.83
522674,6/20/2022,3402.28
523243,9/14/2022,505.64
524302,7/8/2022,140.44
525770,11/30/2022,4845.3
528720,3/27/2023,1887.3
529008,3/26/2023,2953.44
529074,4/22/2022,3002.0
531226,9/7/2022,6245.12
531449,11/8/2022,6532.26
532828,8/9/2022,4714.28
533486,6/2/2022,1477.06
533566,12/22/2022,4557.45
534109,2/21/2023,2116.56
535089,5/19/2022,4660.6
535419,11/1/2022,5982.72
535703,5/17/2022,345.55
535725,2/7/2023,712.53
538180,4/2/2023,9836.0
538355,7/1/2022,2068.92
539011,10/26/2022,1261.44
540095,10/8/2022,1066.13
541204,3/10/2023,2486.75
541330,5/23/2022,3948.48
541333,3/24/2023,4128.16
541781,6/25/2022,6387.6
542460,3/20/2023,1614.92
545777,12/7/2022,7230.07
546356,2/1/2023,681.24
546668,7/27/2022,6386.66
546721,4/22/2022,402.6
546841,6/14/2022,2394.34
547033,5/1/2022,2730.7
547395,10/31/2022,482.22
548065,8/15/2022,2274.48
548068,6/5/2022,4483.08
550032,12/2/2022,4281.84
551076,12/12/2022,910.7
553210,9/23/2022,3760.9
554830,2/7/2023,1329.0
555990,3/3/2023,406.0
557180,4/11/2022,1419.48
559045,3/22/2023,286.35
560676,4/19/2022,7518.06
562606,11/30/2022,2720.82
563449,5/3/2022,1414.92
563691,4/30/2022,863.3
565060,12/13/2022,2478.9
565109,1/28/2023,681.12
565747,8/28/2022,1504.99
567640,4/15/2022,4549.82
567746,3/2/2023,2841.3
569383,4/18/2022,4652.64
569391,11/27/2022,184.86
570955,9/10/2022,2929.61
571335,11/23/2022,5825.3
574028,3/7/2023,4715.25
576050,7/18/2022,2103.93
576786,4/23/2022,681.1
580803,5/30/2022,4694.24
580887,3/26/2023,1393.56
581159,5/20/2022,7941.6
581519,11/6/2022,3958.68
582300,1/19/2023,8405.03
584010,6/2/2022,1400.0
584451,10/1/2022,5465.55
588185,6/12/2022,3637.12
588558,4/18/2022,5259.52
589056,5/4/2022,6745.4
589841,2/13/2023,597.28
591252,9/25/2022,547.44
592633,1/1/2023,1500.9
592739,3/27/2023,1722.33
592913,12/13/2022,5857.8
593267,12/28/2022,876.48
594632,11/11/2022,2913.84
595425,8/1/2022,6045.98
595425,9/20/2022,6045.98
596690,7/12/2022,4853.33
597460,3/13/2023,174.62
597730,11/29/2022,3864.78
597908,11/30/2022,3922.82
598662,12/17/2022,2007.8
600297,12/10/2022,915.6
603267,9/4/2022,8599.32
604927,11/23/2022,4925.24
606586,3/30/2023,1353.33
607770,2/3/2023,8303.76
608939,5/4/2022,4213.16
610199,9/29/2022,2486.75
611039,2/21/2023,3791.15
612030,7/5/2022,884.52
612155,6/7/2022,330.64
614129,4/29/2022,2888.96
614377,5/7/2022,4645.31
614402,6/14/2022,867.98
616117,1/14/2023,376.6
616205,9/12/2022,2970.96
617340,10/12/2022,401.95
617987,7/21/2022,4546.51
620290,8/7/2022,264.24
621609,10/6/2022,2752.16
622131,1/7/2023,2707.83
622742,3/25/2023,7197.44
623848,6/12/2022,2722.32
624124,3/1/2023,3665.2
626575,12/16/2022,5021.76
626613,7/10/2022,2841.2
627554,11/25/2022,4935.6
627581,10/19/2022,3018.84
629893,5/12/2022,3383.45
630215,9/22/2022,2220.92
631004,10/30/2022,763.47
631952,8/14/2022,740.8
633170,12/5/2022,4704.4
633198,7/14/2022,3033.54
634415,7/12/2022,1294.38
635761,4/8/2023,295.76
637969,1/28/2023,5973.76
639195,2/9/2023,3003.84
639219,5/6/2022,1961.05
640655,12/20/2022,6836.62
642368,4/5/2023,459.65
642455,12/10/2022,6019.65
644843,5/4/2022,4317.12
648806,1/6/2023,6829.41
650034,6/22/2022,4430.53
650047,7/31/2022,2047.59
650496,5/28/2022,1329.66
651934,2/10/2023,3019.94
651959,4/20/2022,1180.47
652728,9/14/2022,1559.74
653028,2/13/2023,1081.11
653450,4/10/2022,773.1
653693,7/8/2022,425.7
653959,6/9/2022,1902.7
654797,8/29/2022,7729.22
655031,1/28/2023,748.6
655182,8/30/2022,8100.46
655659,11/24/2022,5784.93
655662,6/30/2022,2763.4
657803,7/5/2022,3857.14
658585,12/1/2022,3784.41
658663,9/27/2022,1638.14
662687,2/1/2023,2092.5
662787,5/23/2022,6509.25
664050,12/20/2022,133.86
664927,3/1/2023,4553.28
665009,4/20/2022,1008.16
665495,7/11/2022,3762.0
666247,6/21/2022,3794.64
668846,2/19/2023,965.85
669465,7/6/2022,2277.63
669479,9/26/2022,2318.5
669527,5/6/2022,4084.3
669917,1/29/2023,5759.64
670957,10/1/2022,2524.1
671013,12/28/2022,555.36
671937,10/5/2022,1515.38
675742,6/15/2022,9335.08
675994,5/4/2022,595.62
680562,4/16/2022,708.36
681317,12/5/2022,8887.4
681484,4/20/2022,82.21
682132,6/7/2022,3940.7
682505,1/15/2023,6677.1
683553,1/9/2023,565.29
684966,1/21/2023,4129.38
686787,6/24/2022,125.59
686913,10/20/2022,4795.31
688827,10/20/2022,6372.34
689380,4/13/2022,6647.62
689726,12/1/2022,7981.84
691374,8/29/2022,3647.41
691587,2/22/2023,3700.48
693397,1/20/2023,3896.96
695797,11/25/2022,6406.56
695868,7/12/2022,3313.05
697274,3/4/2023,5000.23
697707,3/21/2023,3991.65
698967,11/22/2022,1170.72
699419,10/19/2022,961.12
700468,1/8/2023,2156.49
700587,10/13/2022,6689.76
701546,2/13/2023,757.24
702201,10/13/2022,2278.67
703065,3/21/2023,6249.44
703187,8/23/2022,2360.4
703274,11/18/2022,807.95
703366,3/19/2023,1130.32
704235,2/21/2023,3548.64
704313,1/2/2023,5808.14
705128,6/13/2022,3269.88
705130,11/17/2022,7618.4
706527,2/26/2023,2153.79
707725,6/8/2022,2217.44
708021,2/18/2023,810.64
708607,3/13/2023,1381.44
709722,6/18/2022,2562.7
713268,12/9/2022,1691.76
713739,1/14/2023,4083.0
715712,3/26/2023,2496.48
716387,7/28/2022,707.6
717903,10/2/2022,907.68
718091,2/15/2023,3732.48
720912,3/20/2023,3407.95
721115,12/3/2022,1460.36
722237,2/2/2023,344.59
723046,12/28/2022,6781.88
723994,10/6/2022,329.54
724314,6/24/2022,3213.96
725028,3/15/2023,2492.32
726033,10/25/2022,3128.58
727747,7/11/2022,3889.8
728403,6/27/2022,5310.54
728616,3/2/2023,436.75
730483,1/19/2023,4429.95
732066,8/19/2022,1140.08
732214,5/25/2022,6514.72
733462,1/8/2023,1852.95
735688,8/2/2022,6431.36
737500,6/29/2022,3438.2
738635,11/25/2022,192.05
739008,6/4/2022,3680.2
740050,5/17/2022,6435.3
740334,4/15/2022,3646.84
740842,8/28/2022,1396.23
744025,9/10/2022,3551.76
744297,9/27/2022,2312.76
745855,6/21/2022,3825.92
745961,12/18/2022,700.14
746290,8/19/2022,133.24
746876,10/12/2022,3430.92
746939,8/15/2022,273.4
747123,1/1/2023,1166.13
748042,4/22/2022,4486.69
748801,7/15/2022,5618.34
753375,3/6/2023,2068.68
753737,2/6/2023,1966.36
754724,5/25/2022,6486.8
755348,12/16/2022,1824.9
757132,5/15/2022,338.82
757431,9/16/2022,4889.72
757637,3/15/2023,1587.56
759262,10/2/2022,3099.85
759365,3/10/2023,8137.51
759751,11/17/2022,2069.58
759889,4/28/2022,3328.16
760488,9/17/2022,705.44
760543,3/14/2023,1072.63
763158,10/19/2022,2357.1
764043,3/2/2023,4902.43
764154,10/22/2022,3338.72
765407,6/21/2022,1654.56
765651,11/21/2022,52.86
766711,6/19/2022,1208.82
767005,6/20/2022,1889.65
767184,10/20/2022,4171.42
770307,11/16/2022,1499.89
771377,7/4/2022,852.11
772244,2/4/2023,3638.7
773235,9/29/2022,3511.44
774677,3/16/2023,6298.2
774828,7/16/2022,5239.74
776056,6/29/2022,5890.0
776629,6/30/2022,1881.22
777256,5/1/2022,5871.84
777570,3/25/2023,370.3
778539,8/26/2022,2326.1
780412,2/17/2023,996.71
781258,8/25/2022,599.26
782785,12/27/2022,7054.89
784018,2/14/2023,800.58
785118,10/8/2022,1730.65
785320,5/19/2022,5047.08
786230,8/27/2022,2704.02
787723,7/25/2022,902.52
788111,2/13/2023,901.32
788635,2/14/2023,2678.82
788663,3/9/2023,5289.72
789060,12/9/2022,8146.06
789707,11/9/2022,2396.76
790660,5/15/2022,5068.36
790679,10/14/2022,1204.17
791360,5/11/2022,6148.08
793550,8/16/2022,4878.45
794048,3/26/2023,580.44
794102,6/13/2022,1011.81
794286,11/6/2022,5251.65
794354,6/19/2022,3148.02
794869,11/26/2022,639.74
795805,11/21/2022,1358.95
796536,6/2/2022,3873.4
796655,3/21/2023,1935.29
800545,5/18/2022,1416.91
801094,4/23/2022,3039.1
801847,3/23/2023,1190.32
802283,5/28/2022,9011.0
803207,8/31/2022,1663.2
804560,11/8/2022,911.45
804963,8/1/2022,908.53
805913,12/11/2022,3186.45
806153,7/26/2022,5957.77
807296,10/4/2022,4115.16
807347,9/29/2022,3923.81
807462,9/3/2022,357.28
808315,7/5/2022,673.44
809456,11/4/2022,2506.32
809735,4/19/2022,2847.15
809804,9/22/2022,5522.35
810293,3/13/2023,2046.4
811019,4/25/2022,1066.86
811416,2/3/2023,4788.41
812536,4/20/2022,593.48
813583,4/24/2022,4422.66
814180,7/8/2022,5176.35
815606,2/8/2023,1027.1
816288,11/12/2022,1725.5
817456,4/4/2023,829.98
817884,1/20/2023,6948.0
818714,9/16/2022,3578.56
820003,11/14/2022,974.6
820785,1/13/2023,1382.15
820871,5/19/2022,6335.93
823146,4/22/2022,2085.2
824529,12/27/2022,911.3
826343,12/28/2022,5285.94
828413,2/8/2023,688.9
828873,6/16/2022,333.06
831644,3/2/2023,6217.92
832405,6/9/2022,947.1
832921,7/30/2022,1086.44
833299,3/17/2023,2969.28
834245,7/31/2022,2499.2
835452,9/14/2022,5578.8
835900,10/3/2022,6206.22
835991,3/11/2023,522.88
837097,10/15/2022,3522.0
837725,4/28/2022,3186.59
838025,11/25/2022,6729.99
841494,11/18/2022,3744.8
841943,4/11/2022,2358.4
842460,11/8/2022,637.74
843097,10/12/2022,4319.01
844161,1/29/2023,377.22
844575,5/21/2022,5603.26
845025,10/12/2022,692.56
845305,2/14/2023,5589.09
845423,6/4/2022,5290.08
845455,7/24/2022,3888.22
847230,12/6/2022,2824.65
848105,11/3/2022,2848.92
850113,1/25/2023,5723.52
851107,5/20/2022,2145.92
851642,1/25/2023,2838.72
852225,8/26/2022,1478.84
853029,8/9/2022,1361.01
856011,2/21/2023,3305.54
857933,5/22/2022,6116.32
858720,4/25/2022,1982.04
859085,4/2/2023,532.8
861667,8/18/2022,1417.12
862004,12/26/2022,706.41
862204,8/19/2022,1820.25
862944,1/3/2023,4713.42
863058,1/4/2023,1644.18
863912,9/23/2022,6493.35
864142,5/21/2022,1317.6
866382,9/23/2022,1302.9
869470,5/9/2022,3556.64
869805,1/25/2023,7766.82
870382,6/24/2022,1979.14
871220,6/27/2022,2424.66
871598,4/18/2022,7392.2
871637,12/26/2022,2593.92
872074,12/27/2022,1789.76
875006,6/23/2022,930.41
875640,11/2/2022,3919.3
879015,2/11/2023,7095.9
879386,12/22/2022,2693.74
880107,1/3/2023,2837.64
881505,9/1/2022,5483.92
881593,1/16/2023,3674.38
881684,7/4/2022,6242.4
882936,3/16/2023,3815.46
883080,12/5/2022,5571.04
883675,6/27/2022,5410.3
884692,4/12/2022,841.92
885623,11/9/2022,1446.6
889507,3/2/2023,7969.76
889725,1/24/2023,5315.04
890639,11/7/2022,283.76
891821,2/18/2023,476.39
893820,12/4/2022,508.89
894859,9/18/2022,1356.36
894998,12/21/2022,1990.66
896088,11/17/2022,1165.0
896321,2/10/2023,5034.62
897023,6/28/2022,5273.55
897773,11/3/2022,9256.6
898680,12/9/2022,771.92
899079,7/26/2022,1761.95
900569,12/17/2022,1878.36
902704,5/31/2022,1887.06
904139,5/3/2022,3212.52
904845,6/28/2022,5917.6
905330,6/14/2022,1042.76
905699,3/5/2023,1049.04
907764,9/15/2022,6105.76
908253,8/16/2022,491.58
908254,7/10/2022,3244.24
908494,7/11/2022,792.4
910019,12/20/2022,287.02
910074,4/17/2022,1537.4
912803,2/23/2023,3082.16
913008,9/12/2022,3099.58
913640,6/4/2022,1899.2
915361,3/29/2023,193.38
918955,1/25/2023,5545.68
918993,8/4/2022,1453.24
919385,5/5/2022,2806.65
920087,8/20/2022,312.03
921327,11/12/2022,5964.6
923051,8/20/2022,7159.8
923941,4/22/2022,1731.28
923977,8/9/2022,4143.15
924078,4/11/2022,1918.73
924685,1/6/2023,517.28
924710,12/21/2022,1905.96
925424,4/16/2022,7105.5
925525,3/10/2023,530.72
925578,2/17/2023,941.93
926484,2/26/2023,8077.02
926484,9/26/2022,8077.02
930018,5/27/2022,980.08
932441,12/13/2022,213.56
932662,8/22/2022,285.0
932935,7/21/2022,7231.2
932946,11/6/2022,3267.6
933025,8/27/2022,2666.16
935219,5/11/2022,3317.21
936931,11/20/2022,3215.74
938273,9/23/2022,9458.39
938955,9/3/2022,562.96
939240,1/13/2023,433.35
940171,9/26/2022,6922.62
940307,5/20/2022,3084.16
940613,12/13/2022,4034.88
940977,11/26/2022,1287.52
941128,2/21/2023,2382.31
943540,9/15/2022,894.95
945558,7/3/2022,1036.7
946216,1/20/2023,103.52
947876,11/10/2022,3334.5
949394,8/31/2022,2403.2
949712,4/9/2022,5620.5
950372,4/26/2022,1204.68
950389,7/3/2022,2202.6
